estado;codigo_ibge;municipio;quantidade;fonte/filtro
MG;3106101;Belmiro Braga;185;Ano 2014
MG;3167400;Silvianópolis;184;Ano 2014
MG;3146206;Ouro Verde de Minas;183;Ano 2014
MG;3117009;Comercinho;183;Ano 2014
MG;3107604;Bom Jesus da Penha;182;Ano 2014
MG;3145059;Nova Porteirinha;181;Ano 2014
MG;3149507;Pequeri;180;Ano 2014
MG;3116803;Coluna;180;Ano 2014
MG;3126307;Fortaleza de Minas;179;Ano 2014
MG;3121902;Divinésia;177;Ano 2014
MG;3127370;Goiabeira;176;Ano 2014
MG;3164506;São Sebastião do Maranhão;175;Ano 2014
MG;3146750;Palmópolis;173;Ano 2014
MG;3149952;Periquito;173;Ano 2014
MG;3165578;Senador Amaral;173;Ano 2014
MG;3120870;Curral de Dentro;173;Ano 2014
MG;3131406;Ipiaçu;173;Ano 2014
MG;3158102;Santa Maria do Salto;173;Ano 2014
MG;3164209;São Romão;172;Ano 2014
MG;3161304;São Francisco de Sales;172;Ano 2014
MG;3126505;Francisco Badaró;170;Ano 2014
MG;3125002;Ewbank da Câmara;170;Ano 2014
MG;3112109;Caparaó;170;Ano 2014
MG;3148905;Pedra do Indaiá;169;Ano 2014
MG;3135456;Jenipapo de Minas;169;Ano 2014
MG;3129103;Gurinhatã;168;Ano 2014
MG;3141900;Minduri;167;Ano 2014
MG;3166006;Senhora de Oliveira;165;Ano 2014
MG;3105509;Barão de Monte Alto;165;Ano 2014
MG;3135902;Jesuânia;164;Ano 2014
MG;3123858;Entre Folhas;161;Ano 2014
MG;3123528;Durandé;160;Ano 2014
MG;3140308;Marliéria;160;Ano 2014
MG;3129400;Ibertioga;160;Ano 2014
MG;3158607;Santana do Deserto;160;Ano 2014
MG;3115904;Chácara;160;Ano 2014
MG;3116506;Claro dos Poções;159;Ano 2014
MG;3158805;Santana do Jacaré;159;Ano 2014
MG;3167509;Simão Pereira;159;Ano 2014
MG;3145877;Orizânia;159;Ano 2014
MG;3150539;Pingo-D'água;159;Ano 2014
MG;3144409;Natércia;159;Ano 2014
MG;3163201;São José do Alegre;158;Ano 2014
MG;3157302;Santa Bárbara do Tugúrio;158;Ano 2014
MG;3128501;Guarará;158;Ano 2014
MG;3114808;Carvalhos;157;Ano 2014
MG;3163904;São Pedro da União;157;Ano 2014
MG;3156106;Ritápolis;157;Ano 2014
MG;3158508;Santana de Pirapama;157;Ano 2014
MG;3163805;São Miguel do Anta;157;Ano 2014
MG;3166303;Sericita;154;Ano 2014
MG;3100807;Aguanil;154;Ano 2014
MG;3121001;Datas;153;Ano 2014
MG;3145455;Olhos-D'água;152;Ano 2014
MG;3160959;São Domingos das Dores;151;Ano 2014
MG;3169802;Turvolândia;151;Ano 2014
MG;3100500;Açucena;150;Ano 2014
MG;3165503;Sardoá;150;Ano 2014
MG;3171030;Verdelândia;150;Ano 2014
MG;3127503;Gonzaga;150;Ano 2014
MG;3135308;Japaraíba;149;Ano 2014
MG;3167707;Sobrália;149;Ano 2014
MG;3168101;Tapira;149;Ano 2014
MG;3150307;Piedade do Rio Grande;148;Ano 2014
MG;3122108;Divino das Laranjeiras;147;Ano 2014
MG;3150406;Piedade dos Gerais;147;Ano 2014
MG;3112208;Capela Nova;147;Ano 2014
MG;3160009;Santo Antônio do Aventureiro;146;Ano 2014
MG;3112653;Capitão Andrade;145;Ano 2014
MG;3135357;Japonvar;145;Ano 2014
MG;3100401;Acaiaca;145;Ano 2014
MG;3140407;Marmelópolis;144;Ano 2014
MG;3167905;Tabuleiro;144;Ano 2014
MG;3125606;Felisburgo;143;Ano 2014
MG;3170438;União de Minas;143;Ano 2014
MG;3143450;Montezuma;143;Ano 2014
MG;3169505;Tumiritinga;142;Ano 2014
MG;3153301;Presidente Kubitschek;141;Ano 2014
MG;3154507;Riacho dos Machados;140;Ano 2014
MG;3149200;Pedrinópolis;139;Ano 2014
MG;3134509;Itutinga;139;Ano 2014
MG;3121506;Desterro do Melo;138;Ano 2014
MG;3103702;Araponga;138;Ano 2014
MG;3124401;Espírito Santo do Dourado;138;Ano 2014
MG;3125309;Faria Lemos;137;Ano 2014
MG;3160108;Santo Antônio do Grama;137;Ano 2014
MG;3138674;Luisburgo;137;Ano 2014
MG;3123809;Engenheiro Navarro;136;Ano 2014
MG;3143708;Morro do Pilar;136;Ano 2014
MG;3105707;Barra Longa;135;Ano 2014
MG;3116902;Comendador Gomes;135;Ano 2014
MG;3125408;Felício dos Santos;134;Ano 2014
MG;3157658;Santa Helena de Minas;134;Ano 2014
MG;3120839;Cuparaque;133;Ano 2014
MG;3110103;Caiana;133;Ano 2014
MG;3170008;Ubaí;132;Ano 2014
MG;3164472;São Sebastião do Anta;132;Ano 2014
MG;3156205;Rochedo de Minas;132;Ano 2014
MG;3126752;Franciscópolis;132;Ano 2014
MG;3153707;Quartel Geral;131;Ano 2014
MG;3124708;Estrela do Indaiá;131;Ano 2014
MG;3140100;Marilac;130;Ano 2014
MG;3123304;Dores do Turvo;130;Ano 2014
MG;3165552;Setubinha;129;Ano 2014
MG;3170651;Vargem Grande do Rio Pardo;128;Ano 2014
MG;3171154;Vermelho Novo;128;Ano 2014
MG;3150208;Piedade de Ponte Nova;128;Ano 2014
MG;3168309;Taquaraçu de Minas;128;Ano 2014
MG;3155108;Rio do Prado;128;Ano 2014
MG;3120300;Cristália;126;Ano 2014
MG;3162302;São João da Mata;126;Ano 2014
MG;3133907;Itaverava;125;Ano 2014
MG;3103603;Arantina;125;Ano 2014
MG;3159506;Santa Rita do Itueto;124;Ano 2014
MG;3144656;Ninheira;124;Ano 2014
MG;3108503;Botumirim;123;Ano 2014
MG;3116001;Chalé;122;Ano 2014
MG;3119708;Coronel Xavier Chaves;122;Ano 2014
MG;3158409;Santana de Cataguases;121;Ano 2014
MG;3102209;Alvarenga;121;Ano 2014
MG;3109808;Cachoeira Dourada;120;Ano 2014
MG;3145372;Novorizonte;120;Ano 2014
MG;3126604;Francisco Dumont;120;Ano 2014
MG;3156403;Romaria;119;Ano 2014
MG;3130051;Icaraí de Minas;119;Ano 2014
MG;3163102;São José da Varginha;119;Ano 2014
MG;3104403;Argirita;119;Ano 2014
MG;3120706;Cruzeiro da Fortaleza;118;Ano 2014
MG;3149002;Pedra Dourada;118;Ano 2014
MG;3108255;Bonito de Minas;118;Ano 2014
MG;3153103;Presidente Bernardes;118;Ano 2014
MG;3116407;Claraval;118;Ano 2014
MG;3165909;Senador Modestino Gonçalves;117;Ano 2014
MG;3119807;Córrego Danta;116;Ano 2014
MG;3122801;Dom Viçoso;116;Ano 2014
MG;3122603;Dom Joaquim;115;Ano 2014
MG;3110806;Campanário;115;Ano 2014
MG;3163300;São José do Divino;115;Ano 2014
MG;3127057;Fronteira dos Vales;115;Ano 2014
MG;3101300;Alagoa;115;Ano 2014
MG;3164100;São Pedro do Suaçuí;113;Ano 2014
MG;3159407;Santa Rita de Ibitipoca;113;Ano 2014
MG;3171907;Virgolândia;112;Ano 2014
MG;3122470;Dom Bosco;111;Ano 2014
MG;3160207;Santo Antônio do Itambé;111;Ano 2014
MG;3159100;Santana dos Montes;111;Ano 2014
MG;3144375;Natalândia;111;Ano 2014
MG;3114709;Carvalhópolis;110;Ano 2014
MG;3146255;Padre Carvalho;110;Ano 2014
MG;3136405;Joaquim Felício;110;Ano 2014
MG;3119609;Coronel Pacheco;109;Ano 2014
MG;3106606;Bertópolis;109;Ano 2014
MG;3129905;Ibitiúra de Minas;109;Ano 2014
MG;3101409;Albertina;109;Ano 2014
MG;3138302;Leandro Ferreira;108;Ano 2014
MG;3116308;Cipotânea;108;Ano 2014
MG;3123106;Dores de Guanhães;108;Ano 2014
MG;3144904;Nova Módica;107;Ano 2014
MG;3143153;Monte Formoso;107;Ano 2014
MG;3126802;Frei Gaspar;107;Ano 2014
MG;3110202;Cajuri;107;Ano 2014
MG;3148756;Pedra Bonita;107;Ano 2014
MG;3137304;Lagoa dos Patos;107;Ano 2014
MG;3150570;Pintópolis;106;Ano 2014
MG;3130556;Imbé de Minas;106;Ano 2014
MG;3136108;Joanésia;106;Ano 2014
MG;3136520;José Gonçalves de Minas;102;Ano 2014
MG;3136959;Juvenília;102;Ano 2014
MG;3163508;São José do Jacuri;102;Ano 2014
MG;3161056;São Félix de Minas;102;Ano 2014
MG;3157500;Santa Efigênia de Minas;101;Ano 2014
MG;3157278;Santa Bárbara do Monte Verde;101;Ano 2014
MG;3128253;Guaraciama;101;Ano 2014
MG;3130804;Ingaí;101;Ano 2014
MG;3120151;Crisólita;101;Ano 2014
MG;3150109;Piau;100;Ano 2014
MG;3130002;Ibituruna;100;Ano 2014
MG;3171105;Veríssimo;99;Ano 2014
MG;3112059;Cantagalo;99;Ano 2014
MG;3115201;Conceição da Barra de Minas;98;Ano 2014
MG;3148806;Pedra do Anta;97;Ano 2014
MG;3116209;Chiador;97;Ano 2014
MG;3107000;Biquinhas;97;Ano 2014
MG;3150000;Pescador;97;Ano 2014
MG;3141702;Mesquita;96;Ano 2014
MG;3130655;Indaiabira;96;Ano 2014
MG;3102506;Amparo do Serra;96;Ano 2014
MG;3102407;Alvorada de Minas;96;Ano 2014
MG;3155009;Rio Doce;95;Ano 2014
MG;3169059;Tocos do Moji;95;Ano 2014
MG;3120003;Córrego Novo;95;Ano 2014
MG;3156502;Rubelita;94;Ano 2014
MG;3125200;Fama;94;Ano 2014
MG;3166402;Seritinga;94;Ano 2014
MG;3135076;Jampruca;93;Ano 2014
MG;3160603;Santo Hipólito;92;Ano 2014
MG;3164431;São Sebastião da Vargem Alegre;92;Ano 2014
MG;3171402;Vieiras;92;Ano 2014
MG;3170479;Uruana de Minas;92;Ano 2014
MG;3119005;Cordislândia;92;Ano 2014
MG;3144672;Nova Belém;91;Ano 2014
MG;3125507;São Gonçalo do Rio Preto;91;Ano 2014
MG;3164902;São Sebastião do Rio Verde;91;Ano 2014
MG;3162450;São João das Missões;90;Ano 2014
MG;3135001;Jaguaraçu;89;Ano 2014
MG;3147956;Patis;89;Ano 2014
MG;3153004;Pratinha;89;Ano 2014
MG;3125804;Fernandes Tourinho;89;Ano 2014
MG;3119906;Córrego do Bom Jesus;89;Ano 2014
MG;3106804;Bias Fortes;88;Ano 2014
MG;3145505;Olímpio Noronha;88;Ano 2014
MG;3148400;Paulistas;88;Ano 2014
MG;3108701;Brás Pires;87;Ano 2014
MG;3155207;Rio Espera;87;Ano 2014
MG;3118106;Congonhas do Norte;86;Ano 2014
MG;3147808;Passa-Vinte;86;Ano 2014
MG;3106655;Berizal;86;Ano 2014
MG;3117405;Conceição de Ipanema;85;Ano 2014
MG;3157401;Santa Cruz do Escalvado;84;Ano 2014
MG;3105202;Bandeira;84;Ano 2014
MG;3115474;Catuti;84;Ano 2014
MG;3115003;Cascalho Rico;84;Ano 2014
MG;3140605;Materlândia;84;Ano 2014
MG;3111705;Canaã;83;Ano 2014
MG;3117207;Conceição das Pedras;83;Ano 2014
MG;3115409;Catas Altas da Noruega;82;Ano 2014
MG;3159704;Santa Rosa da Serra;82;Ano 2014
MG;3161650;São Geraldo do Baixio;82;Ano 2014
MG;3127909;Grupiara;81;Ano 2014
MG;3113800;Carmésia;81;Ano 2014
MG;3136553;José Raydan;80;Ano 2014
MG;3108800;Braúnas;80;Ano 2014
MG;3145703;Oliveira Fortes;79;Ano 2014
MG;3157609;Santa Fé de Minas;79;Ano 2014
MG;3103801;Arapuá;79;Ano 2014
MG;3163003;São José da Safira;79;Ano 2014
MG;3167301;Silveirânia;79;Ano 2014
MG;3137908;Lamim;78;Ano 2014
MG;3138682;Luislândia;77;Ano 2014
MG;3123502;Douradoquara;77;Ano 2014
MG;3110400;Camacho;76;Ano 2014
MG;3167004;Serranos;76;Ano 2014
MG;3139250;Mamonas;75;Ano 2014
MG;3170305;Umburatiba;75;Ano 2014
MG;3141306;Medeiros;75;Ano 2014
MG;3127339;Gameleiras;74;Ano 2014
MG;3152131;Ponto Chique;74;Ano 2014
MG;3117836;Cônego Marinho;74;Ano 2014
MG;3172202;Wenceslau Braz;74;Ano 2014
MG;3103207;Araçaí;73;Ano 2014
MG;3145406;Olaria;72;Ano 2014
MG;3143609;Morro da Garça;72;Ano 2014
MG;3103306;Aracitaba;72;Ano 2014
MG;3166501;Serra Azul de Minas;71;Ano 2014
MG;3145802;Onça de Pitangui;71;Ano 2014
MG;3157377;Santa Cruz de Salinas;70;Ano 2014
MG;3168051;Taparuba;69;Ano 2014
MG;3136801;Juramento;69;Ano 2014
MG;3136579;Josenópolis;69;Ano 2014
MG;3100708;Água Comprida;68;Ano 2014
MG;3146602;Paiva;68;Ano 2014
MG;3104452;Aricanduva;68;Ano 2014
MG;3162252;São João da Lagoa;67;Ano 2014
MG;3171501;Mathias Lobato;67;Ano 2014
MG;3109253;Bugre;67;Ano 2014
MG;3124609;Estrela Dalva;66;Ano 2014
MG;3165560;Sem-Peixe;66;Ano 2014
MG;3166956;Serranópolis de Minas;65;Ano 2014
MG;3165602;Senador Cortes;65;Ano 2014
MG;3163607;São José do Mantimento;63;Ano 2014
MG;3160454;Santo Antônio do Retiro;62;Ano 2014
MG;3127073;Fruta de Leite;62;Ano 2014
MG;3129657;Ibiracatu;61;Ano 2014
MG;3146552;Pai Pedro;60;Ano 2014
MG;3158706;Santana do Garambéu;60;Ano 2014
MG;3149408;Pedro Teixeira;59;Ano 2014
MG;3142254;Miravânia;58;Ano 2014
MG;3132008;Itacambira;56;Ano 2014
MG;3170602;Vargem Bonita;56;Ano 2014
MG;3153202;Presidente Juscelino;56;Ano 2014
MG;3103108;Antônio Prado de Minas;55;Ano 2014
MG;3132800;Itambé do Mato Dentro;54;Ano 2014
MG;3142502;Monjolos;53;Ano 2014
MG;3113107;Caranaíba;53;Ano 2014
MG;3165800;Senador José Bento;51;Ano 2014
MG;3144201;Nacip Raydan;50;Ano 2014
MG;3121704;Diogo de Vasconcelos;47;Ano 2014
MG;3118502;Consolação;46;Ano 2014
MG;3153806;Queluzito;46;Ano 2014
MG;3123403;Doresópolis;46;Ano 2014
MG;3161601;São Geraldo da Piedade;45;Ano 2014
MG;3111150;Campo Azul;44;Ano 2014
MG;3114907;Casa Grande;43;Ano 2014
MG;3127354;Glaucilândia;42;Ano 2014
MG;3160504;Santo Antônio do Rio Abaixo;40;Ano 2014
MG;3126950;Frei Lagonegro;39;Ano 2014
MG;3166105;Senhora do Porto;37;Ano 2014
MG;3162658;São João do Pacuí;36;Ano 2014
MG;3166600;Serra da Saudade;33;Ano 2014
MG;3164803;São Sebastião do Rio Preto;33;Ano 2014
MG;3147501;Passabém;32;Ano 2014
MG;3115607;Cedro do Abaeté;31;Ano 2014
MG;3168200;Tapiraí;26;Ano 2014
MS;5002704;Campo Grande;56089;Ano 2014
MS;5003702;Dourados;11927;Ano 2014
MS;5008305;Três Lagoas;6685;Ano 2014
MS;5003207;Corumbá;3868;Ano 2014
MS;5006606;Ponta Porã;3325;Ano 2014
MS;5006200;Nova Andradina;2432;Ano 2014
MS;5005707;Naviraí;2368;Ano 2014
MS;5006309;Paranaíba;2228;Ano 2014
MS;5002209;Bonito;2088;Ano 2014
MS;5007901;Sidrolândia;2006;Ano 2014
MS;5005400;Maracaju;1823;Ano 2014
MS;5002951;Chapadão do Sul;1758;Ano 2014
MS;5003306;Coxim;1746;Ano 2014
MS;5001102;Aquidauana;1725;Ano 2014
MS;5007695;São Gabriel do Oeste;1507;Ano 2014
MS;5007208;Rio Brilhante;1486;Ano 2014
MS;5002902;Cassilândia;1467;Ano 2014
MS;5005004;Jardim;1420;Ano 2014
MS;5000609;Amambaí;1403;Ano 2014
MS;5001003;Aparecida do Taboado;1395;Ano 2014
MS;5003256;Costa Rica;1286;Ano 2014
MS;5007109;Ribas do Rio Pardo;1281;Ano 2014
MS;5002407;Caarapó;1172;Ano 2014
MS;5001904;Bataguassu;1159;Ano 2014
MS;5007406;Rio Verde de Mato Grosso;1024;Ano 2014
MS;5000203;Água Clara;978;Ano 2014
MS;5004700;Ivinhema;956;Ano 2014
MS;5007935;Sonora;905;Ano 2014
MS;5006002;Nova Alvorada do Sul;875;Ano 2014
MS;5005681;Mundo Novo;874;Ano 2014
MS;5005608;Miranda;866;Ano 2014
MS;5002605;Camapuã;862;Ano 2014
MS;5000708;Anastácio;849;Ano 2014
MS;5002100;Bela Vista;849;Ano 2014
MS;5006903;Porto Murtinho;807;Ano 2014
MS;5003801;Fátima do Sul;798;Ano 2014
MS;5004502;Itaporã;714;Ano 2014
MS;5008008;Terenos;661;Ano 2014
MS;5004601;Itaquiraí;623;Ano 2014
MS;5004304;Iguatemi;609;Ano 2014
MS;5002001;Batayporã;574;Ano 2014
MS;5005806;Nioaque;565;Ano 2014
MS;5002308;Brasilândia;559;Ano 2014
MS;5003157;Coronel Sapucaia;537;Ano 2014
MS;5003454;Deodápolis;528;Ano 2014
MS;5003751;Eldorado;456;Ano 2014
MS;5005202;Ladário;452;Ano 2014
MS;5004403;Inocência;421;Ano 2014
MS;5004007;Glória de Dourados;421;Ano 2014
MS;5006408;Pedro Gomes;394;Ano 2014
MS;5001243;Aral Moreira;376;Ano 2014
MS;5004106;Guia Lopes da Laguna;357;Ano 2014
MS;5001508;Bandeirantes;349;Ano 2014
MS;5002159;Bodoquena;344;Ano 2014
MS;5000856;Angélica;328;Ano 2014
MS;5007703;Sete Quedas;319;Ano 2014
MS;5007802;Selvíria;277;Ano 2014
MS;5000906;Antônio João;275;Ano 2014
MS;5007307;Rio Negro;266;Ano 2014
MS;5000807;Anaurilândia;266;Ano 2014
MS;5003488;Dois Irmãos do Buriti;237;Ano 2014
MS;5006358;Paranhos;237;Ano 2014
MS;5005251;Laguna Carapã;234;Ano 2014
MS;5003504;Douradina;230;Ano 2014
MS;5000252;Alcinópolis;211;Ano 2014
MS;5006259;Novo Horizonte do Sul;207;Ano 2014
MS;5007554;Santa Rita do Pardo;198;Ano 2014
MS;5004908;Jaraguari;192;Ano 2014
MS;5003108;Corguinho;180;Ano 2014
MS;5006275;Paraíso das Águas;180;Ano 2014
MS;5002803;Caracol;171;Ano 2014
MS;5005152;Juti;171;Ano 2014
MS;5008404;Vicentina;166;Ano 2014
MS;5007950;Tacuru;163;Ano 2014
MS;5007505;Rochedo;153;Ano 2014
MS;5003900;Figueirão;152;Ano 2014
MS;5004809;Japorã;114;Ano 2014
MS;5007976;Taquarussu;107;Ano 2014
MS;5005103;Jateí;83;Ano 2014
MT;5103403;Cuiabá;44258;Ano 2014
MT;5108402;Várzea Grande;14901;Ano 2014
MT;5107602;Rondonópolis;12494;Ano 2014
MT;5107909;Sinop;8296;Ano 2014
MT;5107958;Tangará da Serra;5204;Ano 2014
MT;5107925;Sorriso;4727;Ano 2014
MT;5107040;Primavera do Leste;4726;Ano 2014
MT;5105259;Lucas do Rio Verde;3959;Ano 2014
MT;5102504;Cáceres;3940;Ano 2014
MT;5100250;Alta Floresta;3213;Ano 2014
MT;5101803;Barra do Garças;3125;Ano 2014
MT;5106752;Pontes E Lacerda;2865;Ano 2014
MT;5105150;Juína;2532;Ano 2014
MT;5106224;Nova Mutum;2502;Ano 2014
MT;5102678;Campo Verde;2457;Ano 2014
MT;5102637;Campo Novo do Parecis;2272;Ano 2014
MT;5103205;Colíder;1812;Ano 2014
MT;5107875;Sapezal;1779;Ano 2014
MT;5104807;Jaciara;1638;Ano 2014
MT;5100201;Água Boa;1550;Ano 2014
MT;5102702;Canarana;1494;Ano 2014
MT;5103502;Diamantino;1382;Ano 2014
MT;5105101;Juara;1359;Ano 2014
MT;5101704;Barra do Bugres;1344;Ano 2014
MT;5106422;Peixoto de Azevedo;1331;Ano 2014
MT;5104104;Guarantã do Norte;1313;Ano 2014
MT;5105622;Mirassol D'oeste;1300;Ano 2014
MT;5106307;Paranatinga;1293;Ano 2014
MT;5106257;Nova Xavantina;1286;Ano 2014
MT;5103353;Confresa;1160;Ano 2014
MT;5103007;Chapada dos Guimarães;1066;Ano 2014
MT;5106505;Poconé;1059;Ano 2014
MT;5101407;Aripuanã;1054;Ano 2014
MT;5107065;Querência;1033;Ano 2014
MT;5103254;Colniza;1023;Ano 2014
MT;5103304;Comodoro;940;Ano 2014
MT;5105903;Nobres;929;Ano 2014
MT;5105606;Matupá;879;Ano 2014
MT;5108600;Vila Rica;864;Ano 2014
MT;5107107;São José dos Quatro Marcos;821;Ano 2014
MT;5105580;Marcelândia;818;Ano 2014
MT;5100300;Alto Araguaia;766;Ano 2014
MT;5108006;Tapurah;756;Ano 2014
MT;5106372;Pedra Preta;741;Ano 2014
MT;5106299;Paranaíta;728;Ano 2014
MT;5100607;Alto Taquari;713;Ano 2014
MT;5101902;Brasnorte;688;Ano 2014
MT;5101258;Araputanga;680;Ano 2014
MT;5107008;Poxoréo;673;Ano 2014
MT;5107305;São José do Rio Claro;662;Ano 2014
MT;5106232;Nova Olímpia;661;Ano 2014
MT;5106240;Nova Ubiratã;622;Ano 2014
MT;5107859;São Félix do Araguaia;615;Ano 2014
MT;5103700;Feliz Natal;593;Ano 2014
MT;5104609;Itiquira;556;Ano 2014
MT;5106158;Nova Bandeirantes;556;Ano 2014
MT;5105176;Juruena;542;Ano 2014
MT;5107800;Santo Antônio do Leverger;532;Ano 2014
MT;5107941;Tabaporã;530;Ano 2014
MT;5101308;Arenápolis;525;Ano 2014
MT;5107701;Rosário Oeste;524;Ano 2014
MT;5108055;Terra Nova do Norte;520;Ano 2014
MT;5103056;Cláudia;514;Ano 2014
MT;5105200;Juscimeira;499;Ano 2014
MT;5108501;Vera;496;Ano 2014
MT;5102686;Campos de Júlio;493;Ano 2014
MT;5100409;Alto Garças;489;Ano 2014
MT;5105507;Vila Bela da Santíssima Trindade;442;Ano 2014
MT;5106216;Nova Canaã do Norte;438;Ano 2014
MT;5104203;Guiratinga;427;Ano 2014
MT;5103379;Cotriguaçu;419;Ano 2014
MT;5100805;Apiacás;407;Ano 2014
MT;5106828;Porto Esperidião;406;Ano 2014
MT;5107180;Ribeirão Cascalheira;402;Ano 2014
MT;5108956;Nova Monte Verde;400;Ano 2014
MT;5104526;Ipiranga do Norte;375;Ano 2014
MT;5106778;Porto Alegre do Norte;370;Ano 2014
MT;5104542;Itanhangá;358;Ano 2014
MT;5102793;Carlinda;357;Ano 2014
MT;5108907;Nova Maringá;351;Ano 2014
MT;5103858;Gaúcha do Norte;316;Ano 2014
MT;5103601;Dom Aquino;313;Ano 2014
MT;5106802;Porto dos Gaúchos;310;Ano 2014
MT;5105002;Jauru;306;Ano 2014
MT;5101852;Bom Jesus do Araguaia;299;Ano 2014
MT;5106109;Nossa Senhora do Livramento;296;Ano 2014
MT;5107354;São José do Xingu;289;Ano 2014
MT;5102603;Campinápolis;283;Ano 2014
MT;5106653;Pontal do Araguaia;255;Ano 2014
MT;5104559;Itaúba;255;Ano 2014
MT;5102850;Castanheira;249;Ano 2014
MT;5107248;Santa Carmem;245;Ano 2014
MT;5103452;Denise;243;Ano 2014
MT;5106208;Nova Brasilândia;238;Ano 2014
MT;5106182;Nova Lacerda;233;Ano 2014
MT;5100359;Alto Boa Vista;230;Ano 2014
MT;5108303;União do Sul;225;Ano 2014
MT;5103106;Cocalinho;216;Ano 2014
MT;5104906;Jangada;213;Ano 2014
MT;5106000;Nortelândia;212;Ano 2014
MT;5103437;Curvelândia;206;Ano 2014
MT;5106281;Novo São Joaquim;203;Ano 2014
MT;5106265;Novo Mundo;196;Ano 2014
MT;5106190;Nova Santa Helena;195;Ano 2014
MT;5108808;Nova Guarita;188;Ano 2014
MT;5101605;Barão de Melgaço;180;Ano 2014
MT;5100508;Alto Paraguai;179;Ano 2014
MT;5107206;Rio Branco;177;Ano 2014
MT;5102694;Canabrava do Norte;170;Ano 2014
MT;5103361;Conquista D'oeste;169;Ano 2014
MT;5108204;Torixoréu;167;Ano 2014
MT;5106455;Planalto da Serra;160;Ano 2014
MT;5107404;São Pedro da Cipa;155;Ano 2014
MT;5107768;Santa Rita do Trivelato;150;Ano 2014
MT;5105234;Lambari D'oeste;145;Ano 2014
MT;5107792;Santo Antônio do Leste;141;Ano 2014
MT;5107776;Santa Terezinha;136;Ano 2014
MT;5100102;Acorizal;134;Ano 2014
MT;5105309;Luciára;120;Ano 2014
MT;5107198;Ribeirãozinho;119;Ano 2014
MT;5101001;Araguaiana;113;Ano 2014
MT;5103908;General Carneiro;112;Ano 2014
MT;5107743;Santa Cruz do Xingu;106;Ano 2014
MT;5103957;Glória D'oeste;105;Ano 2014
MT;5106273;Novo Horizonte do Norte;104;Ano 2014
MT;5106851;Porto Estrela;100;Ano 2014
MT;5108857;Nova Marilândia;96;Ano 2014
MT;5107578;Rondolândia;91;Ano 2014
MT;5103809;Figueirópolis D'oeste;87;Ano 2014
MT;5107750;Salto do Céu;85;Ano 2014
MT;5107156;Reserva do Cabaçal;84;Ano 2014
MT;5106315;Novo Santo Antônio;76;Ano 2014
MT;5106174;Nova Nazaré;73;Ano 2014
MT;5107297;São José do Povo;70;Ano 2014
MT;5108352;Vale de São Domingos;64;Ano 2014
MT;5106703;Ponte Branca;62;Ano 2014
MT;5107263;Santo Afonso;56;Ano 2014
MT;5108105;Tesouro;55;Ano 2014
MT;5104500;Indiavaí;45;Ano 2014
MT;5107883;Serra Nova Dourada;43;Ano 2014
MT;5101209;Araguainha;36;Ano 2014
PA;1501402;Belém;57291;Ano 2014
PA;1500800;Ananindeua;19882;Ano 2014
PA;1506807;Santarém;9949;Ano 2014
PA;1504208;Marabá;9115;Ano 2014
PA;1505536;Parauapebas;8448;Ano 2014
PA;1502400;Castanhal;6597;Ano 2014
PA;1500602;Altamira;4779;Ano 2014
PA;1503606;Itaituba;3499;Ano 2014
PA;1505502;Paragominas;3448;Ano 2014
PA;1506138;Redenção;3035;Ano 2014
PA;1501303;Barcarena;2934;Ano 2014
PA;1504422;Marituba;2924;Ano 2014
PA;1500107;Abaetetuba;2902;Ano 2014
PA;1502202;Capanema;2683;Ano 2014
PA;1508100;Tucuruí;2350;Ano 2014
PA;1501709;Bragança;2217;Ano 2014
PA;1502152;Canaã dos Carajás;1987;Ano 2014
PA;1507953;Tailândia;1931;Ano 2014
PA;1505031;Novo Progresso;1785;Ano 2014
PA;1501501;Benevides;1699;Ano 2014
PA;1508407;Xinguara;1639;Ano 2014
PA;1505304;Oriximiná;1534;Ano 2014
PA;1506500;Santa Isabel do Pará;1418;Ano 2014
PA;1501808;Breves;1336;Ano 2014
PA;1502707;Conceição do Araguaia;1324;Ano 2014
PA;1507607;São Miguel do Guamá;1314;Ano 2014
PA;1502103;Cametá;1305;Ano 2014
PA;1502939;Dom Eliseu;1242;Ano 2014
PA;1508001;Tomé-Açu;1200;Ano 2014
PA;1508084;Tucumã;1192;Ano 2014
PA;1507300;São Félix do Xingu;1190;Ano 2014
PA;1506187;Rondon do Pará;1166;Ano 2014
PA;1506203;Salinópolis;1138;Ano 2014
PA;1503309;Igarapé-Miri;1130;Ano 2014
PA;1503804;Jacundá;1107;Ano 2014
PA;1503903;Juruti;1097;Ano 2014
PA;1506708;Santana do Araguaia;1091;Ano 2014
PA;1505106;Óbidos;1045;Ano 2014
PA;1505437;Ourilândia do Norte;1025;Ano 2014
PA;1508209;Vigia;1019;Ano 2014
PA;1505064;Novo Repartimento;1001;Ano 2014
PA;1504703;Moju;932;Ano 2014
PA;1508159;Uruará;904;Ano 2014
PA;1505809;Portel;873;Ano 2014
PA;1504802;Monte Alegre;862;Ano 2014
PA;1500503;Almeirim;828;Ano 2014
PA;1500404;Alenquer;800;Ano 2014
PA;1503705;Itupiranga;795;Ano 2014
PA;1504059;Mãe do Rio;762;Ano 2014
PA;1502301;Capitão Poço;756;Ano 2014
PA;1501782;Breu Branco;755;Ano 2014
PA;1505486;Pacajá;628;Ano 2014
